Molecule name,Salt_Solvent_ID
Molecule_1341,0
Molecule_1342,0
Molecule_1343,0
Molecule_1344,0
Molecule_1345,0
Molecule_1346,0
Molecule_1347,0
Molecule_1348,0
Molecule_1349,0
Molecule_1350,0
Molecule_1351,110
Molecule_1352,0
Molecule_1353,0
Molecule_1354,0
Molecule_1355,0
Molecule_1356,0
Molecule_1357,0
Molecule_1358,110
Molecule_1359,0
Molecule_1360,190
Molecule_1361,0
Molecule_1362,0
Molecule_1363,170
Molecule_1364,0
Molecule_1365,0
Molecule_1366,300
Molecule_1367,0
Molecule_1368,0
Molecule_1369,1768
Molecule_1370,0
Molecule_1371,0
Molecule_1372,0
Molecule_1373,0
Molecule_1374,0
Molecule_1375,0
Molecule_1376,0
Molecule_1377,0
Molecule_1378,0
Molecule_1379,0
Molecule_1380,0
Molecule_1381,0
Molecule_1382,0
Molecule_1383,0
Molecule_1384,0
Molecule_1385,0
Molecule_1387,0
Molecule_1388,0
Molecule_1389,0
Molecule_1390,0
Molecule_1391,0
Molecule_1392,0
Molecule_1393,170
Molecule_1394,0
Molecule_1395,0
Molecule_1396,0
Molecule_1397,0
Molecule_1399,0
Molecule_1400,0
Molecule_1401,170
Molecule_1402,0
Molecule_1403,2032
Molecule_1404,0
Molecule_1405,110
Molecule_1406,0
Molecule_1407,170
Molecule_1408,0
Molecule_1409,0
Molecule_1410,0
Molecule_1411,2242
Molecule_1412,0
Molecule_1413,0
Molecule_1414,0
Molecule_1415,0
Molecule_1416,0
Molecule_1417,0
Molecule_1418,0
Molecule_1419,0
Molecule_1420,110
Molecule_1421,0
Molecule_1422,0
Molecule_1423,0
Molecule_1424,3064
Molecule_1425,0
Molecule_1426,0
Molecule_1427,0
Molecule_1428,110
Molecule_1429,0
Molecule_1430,0
Molecule_1431,0
Molecule_1432,265
Molecule_1433,0
Molecule_1434,0
Molecule_1435,0
Molecule_1436,0
Molecule_1437,0
Molecule_1438,0
Molecule_1439,0
Molecule_1440,0
Molecule_1441,175
Molecule_1442,3533
Molecule_1444,0
Molecule_1445,0
Molecule_1446,0
Molecule_1448,0
Molecule_1449,110
Molecule_1450,0
Molecule_1451,0
Molecule_1452,170
Molecule_1453,0
Molecule_1454,0
Molecule_1455,0
Molecule_1456,0
Molecule_1457,0
Molecule_1458,290
Molecule_1459,0
Molecule_1461,0
Molecule_1462,0
Molecule_1463,0
Molecule_1464,0
Molecule_1466,2242
Molecule_1467,110
Molecule_1468,0
Molecule_1470,0
Molecule_1471,0
Molecule_1472,60
Molecule_1473,110
Molecule_1474,0
Molecule_1475,0
Molecule_1476,0
Molecule_1477,0
Molecule_1478,0
Molecule_1479,110
Molecule_1480,0
Molecule_1482,110
Molecule_1483,0
Molecule_1484,290
Molecule_1486,0
Molecule_1487,0
Molecule_1488,0
Molecule_1490,0
Molecule_1491,0
Molecule_1492,0
Molecule_1493,0
Molecule_1495,0
Molecule_1496,110
Molecule_1497,0
Molecule_1498,0
Molecule_1499,0
Molecule_1500,0
Molecule_1501,270
Molecule_1502,0
Molecule_1503,0
Molecule_1504,0
Molecule_1505,0
Molecule_1506,0
Molecule_1507,0
Molecule_1508,0
Molecule_1509,0
Molecule_1510,0
Molecule_1511,0
Molecule_1512,0
Molecule_1513,0
Molecule_1514,0
Molecule_1515,0
Molecule_1516,0
Molecule_1517,0
Molecule_1518,0
Molecule_1519,70
Molecule_1520,0
Molecule_1521,0
Molecule_1522,0
Molecule_1523,0
Molecule_1524,0
Molecule_1525,0
Molecule_1526,0
Molecule_1527,0
Molecule_1528,0
Molecule_1529,0
Molecule_1530,0
Molecule_1531,110
Molecule_1533,110
Molecule_1534,0
Molecule_1536,0
Molecule_1537,0
Molecule_1538,0
Molecule_1539,0
Molecule_1540,0
Molecule_1541,0
Molecule_1542,0
Molecule_1543,170
Molecule_1545,0
Molecule_1547,290
Molecule_1548,110
Molecule_1549,0
Molecule_1550,110
Molecule_1551,0
Molecule_1552,0
Molecule_1553,170
Molecule_1554,0
Molecule_1555,0
Molecule_1556,110
Molecule_1557,0
Molecule_1558,0
Molecule_1559,0
Molecule_1560,0
Molecule_1561,0
Molecule_1562,0
